demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
161	79	107	1	2	2	32	54.347800000	1.00	32	12	1	54.347800000	54.347800000	hot_center=1,mix=32,od_scan=1
162	10	33	0	4	9	32	86.956500000	1.52	32	12	4	86.956500000	86.956500000	bottleneck=1,hot_center=2,mix=32,od_scan=6
162	10	33	1	2	10	32	54.347800000	1.01	34	12	4	54.347800000	54.347800000	bottleneck=1,hot_center=4,mix=32,od_scan=5
168	87	53	1	2	3	28	76.087000000	1.00	78	12	2	76.087000000	76.087000000	hot_center=2,mix=28,offhot=1
175	94	132	1	2	3	24	65.217400000	1.02	109	12	1	65.217400000	65.217400000	hot_center=2,mix=24,offhot=1
178	3	93	1	2	4	32	43.478300000	2.00	91	12	0	43.478300000	43.478300000	hot_center=1,mix=32,od_scan=2,offhot=1
190	34	146	1	2	9	32	32.608700000	1.01	110	12	2	32.608700000	32.608700000	hot_center=5,mix=32,od_scan=3,offhot=1
195	83	53	1	2	2	19	86.956500000	1.01	89	12	1	86.956500000	86.956500000	mix=19,od_scan=1,offhot=1
204	33	136	0	4	5	32	97.826100000	2.54	33	12	3	97.826100000	97.826100000	bottleneck=1,hot_center=3,mix=32,od_scan=1
211	68	3	0	4	4	32	65.217400000	2.56	73	12	1	65.217400000	65.217400000	bottleneck=1,hot_center=2,mix=32,od_scan=1
241	131	146	1	2	7	32	76.087000000	3.00	118	12	1	76.087000000	76.087000000	hot_center=4,mix=32,od_scan=2,offhot=1
256	68	9	0	4	5	31	86.956500000	2.54	74	12	2	86.956500000	86.956500000	bottleneck=2,hot_center=1,mix=31,od_scan=2
268	49	33	0	4	2	22	86.956500000	2.00	31	12	2	86.956500000	86.956500000	bottleneck=1,hot_center=1,mix=22
268	49	33	1	2	2	22	86.956500000	2.55	33	12	2	86.956500000	86.956500000	bottleneck=1,hot_center=1,mix=22
290	107	37	0	4	0	4	76.087000000	3.04	14	12	0	76.087000000	0.000000000	mix=4
300	34	33	0	4	5	32	76.087000000	2.57	27	12	4	76.087000000	76.087000000	bottleneck=1,hot_center=3,mix=32,od_scan=1
300	34	33	1	2	6	32	43.478300000	4.50	27	12	4	43.478300000	43.478300000	bottleneck=1,hot_center=4,mix=32,offhot=1
313	129	31	1	2	6	32	54.347800000	1.51	37	12	5	54.347800000	54.347800000	hot_center=4,mix=32,od_scan=2
323	130	56	0	4	7	32	108.695700000	1.01	74	12	2	108.695700000	108.695700000	hot_center=4,mix=32,od_scan=2,offhot=1
337	30	135	1	2	2	12	86.956500000	1.01	30	12	2	86.956500000	86.956500000	hot_center=1,mix=12,od_scan=1
338	93	109	0	4	7	32	97.826100000	2.00	97	12	3	97.826100000	97.826100000	hot_center=4,mix=32,od_scan=2,offhot=1
342	135	29	0	4	3	32	76.087000000	1.00	37	12	1	76.087000000	76.087000000	bottleneck=1,hot_center=1,mix=32,od_scan=1
347	135	103	0	4	2	12	10.869600000	1.00	13	12	2	10.869600000	10.869600000	hot_center=1,mix=12,od_scan=1
353	68	56	0	4	6	32	76.087000000	1.96	75	12	2	76.087000000	76.087000000	hot_center=4,mix=32,od_scan=2
354	15	103	0	4	7	32	76.087000000	2.04	112	12	2	76.087000000	76.087000000	hot_center=4,mix=32,od_scan=2,offhot=1
358	14	33	0	4	3	30	76.087000000	1.51	28	12	2	76.087000000	76.087000000	bottleneck=1,hot_center=2,mix=30
358	14	33	1	2	3	31	86.956500000	1.01	28	12	2	86.956500000	86.956500000	bottleneck=1,hot_center=2,mix=31
361	107	2	0	4	1	0	32.608700000	2.00	32	12	0	32.608700000	32.608700000	bottleneck=1
363	74	71	0	4	6	32	43.478300000	2.00	98	12	5	43.478300000	43.478300000	hot_center=2,mix=32,od_scan=3,offhot=1
370	115	0	0	4	14	32	32.608700000	2.01	90	12	3	32.608700000	32.608700000	bottleneck=1,hot_center=5,mix=32,od_scan=8
372	148	130	1	2	3	25	108.695700000	1.00	71	12	1	108.695700000	108.695700000	bottleneck=1,mix=25,od_scan=1,offhot=1
387	102	93	1	2	5	31	10.869600000	1.05	92	12	3	10.869600000	10.869600000	hot_center=2,mix=31,od_scan=2,offhot=1
396	84	90	1	2	7	32	43.478300000	3.00	116	12	1	43.478300000	43.478300000	bottleneck=1,hot_center=4,mix=32,od_scan=1,offhot=1
406	68	6	0	4	4	16	76.087000000	3.10	74	12	0	76.087000000	76.087000000	bottleneck=1,hot_center=1,mix=16,od_scan=1,offhot=1
416	37	123	0	4	11	32	21.739100000	3.00	131	12	3	21.739100000	21.739100000	bottleneck=1,hot_center=5,mix=32,od_scan=4,offhot=1
416	37	123	1	2	11	32	97.826100000	2.59	131	12	3	97.826100000	97.826100000	bottleneck=1,hot_center=6,mix=32,od_scan=3,offhot=1
437	107	142	0	4	1	0	32.608700000	1.55	31	12	0	32.608700000	32.608700000	bottleneck=1
439	74	86	0	4	8	32	54.347800000	2.04	98	12	5	54.347800000	54.347800000	hot_center=5,mix=32,od_scan=3
442	33	137	0	4	3	29	65.217400000	2.51	31	12	2	65.217400000	65.217400000	bottleneck=1,hot_center=2,mix=29
