demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
3	85	21	0	4	15	32	1.115000000	2.96	160	12	2	1.115000000	1.115000000	hot_center=10,mix=32,od_scan=4,offhot=1
49	192	183	1	2	0	0	0.000000000	2.00	0	0	0	0.000000000	0.000000000	
112	181	183	1	2	0	0	0.000000000	1.00	0	0	0	0.000000000	0.000000000	
138	6	21	0	4	1	0	10.592300000	1.00	38	12	1	10.592300000	10.592300000	bottleneck=1
151	71	191	1	2	0	0	0.000000000	0.00	0	0	0	0.000000000	0.000000000	
152	166	66	0	4	0	0	0.000000000	1.00	0	0	0	0.000000000	0.000000000	
186	125	178	0	4	12	32	33.031400000	2.00	157	12	2	33.031400000	33.031400000	hot_center=4,mix=32,od_scan=7,offhot=1
198	166	178	0	4	6	32	30.243900000	2.54	42	12	4	30.243900000	30.243900000	hot_center=5,mix=32,od_scan=1
206	64	21	0	4	12	32	1.115000000	3.59	160	12	2	1.115000000	1.115000000	hot_center=9,mix=32,od_scan=2,offhot=1
220	155	139	0	4	5	32	28.013900000	1.00	85	12	1	28.013900000	28.013900000	bottleneck=1,hot_center=2,mix=32,od_scan=2
226	77	191	1	2	0	0	0.000000000	1.00	0	0	0	0.000000000	0.000000000	
228	20	139	0	4	5	32	52.264800000	1.01	85	12	1	52.264800000	52.264800000	bottleneck=1,hot_center=2,mix=32,od_scan=2
246	137	183	1	2	0	0	0.000000000	1.04	0	0	0	0.000000000	0.000000000	
248	73	139	0	4	3	32	39.721300000	1.00	85	12	1	39.721300000	39.721300000	bottleneck=1,hot_center=1,mix=32,od_scan=1
254	103	21	0	4	3	32	24.390200000	1.04	39	12	0	24.390200000	24.390200000	hot_center=3,mix=32
270	142	183	1	2	0	0	0.000000000	2.00	0	0	0	0.000000000	0.000000000	
273	66	21	0	4	1	7	11.707300000	1.61	39	12	1	11.707300000	11.707300000	bottleneck=1,mix=7
300	166	169	0	4	0	0	0.000000000	0.96	0	0	0	0.000000000	0.000000000	
305	20	178	0	4	7	32	34.982600000	1.99	42	12	2	34.982600000	34.982600000	hot_center=5,mix=32,od_scan=1,offhot=1
315	90	183	1	2	0	0	0.000000000	2.00	0	0	0	0.000000000	0.000000000	
348	183	178	0	4	5	32	6.271800000	1.04	41	12	2	6.271800000	6.271800000	hot_center=5,mix=32
356	140	178	0	4	7	32	5.853700000	0.96	42	12	3	5.853700000	5.853700000	hot_center=6,mix=32,od_scan=1
382	3	178	0	4	6	32	22.020900000	0.95	42	12	2	22.020900000	22.020900000	hot_center=6,mix=32
390	34	178	0	4	6	32	81.811800000	1.00	42	12	4	81.811800000	81.811800000	hot_center=5,mix=32,od_scan=1
392	166	98	0	4	0	0	0.000000000	1.03	0	0	0	0.000000000	0.000000000	
