demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
164	21	43	0	2	10	32	29.620600000	0.56	27	12	7	29.620600000	29.620600000	bottleneck=1,hot_center=2,mix=32,od_scan=6,offhot=1
164	21	43	1	4	10	32	25.448600000	1.12	27	12	6	25.448600000	25.448600000	bottleneck=1,hot_center=5,mix=32,od_scan=3,offhot=1
165	16	12	0	2	0	0	0.000000000	0.56	1	1	0	13.558700000	0.000000000	
165	16	12	1	4	0	0	0.000000000	0.56	1	1	0	6.675100000	0.000000000	
174	36	2	1	4	8	32	7.300800000	0.55	15	12	7	7.300800000	7.300800000	bottleneck=1,hot_center=3,mix=32,od_scan=4
180	30	12	0	2	0	5	66.333300000	0.53	0	0	0	0.000000000	0.000000000	mix=5
180	30	12	1	4	0	5	3.754700000	0.55	0	0	0	0.000000000	0.000000000	mix=5
182	7	15	1	4	5	32	26.908800000	1.12	17	12	4	26.908800000	26.908800000	bottleneck=1,hot_center=4,mix=32
184	25	38	1	4	12	32	1.668800000	0.59	34	12	6	1.668800000	1.668800000	hot_center=7,mix=32,od_scan=4,offhot=1
185	33	19	0	2	4	32	19.190800000	0.58	13	12	4	19.190800000	19.190800000	hot_center=1,mix=32,od_scan=3
185	33	19	1	4	4	32	50.062900000	0.59	13	12	4	50.062900000	50.062900000	hot_center=1,mix=32,od_scan=3
189	35	19	0	2	7	32	32.749500000	0.58	13	12	7	32.749500000	32.749500000	bottleneck=1,hot_center=5,mix=32,od_scan=1
189	35	19	1	4	7	32	5.840700000	0.59	13	12	7	5.840700000	5.840700000	bottleneck=1,hot_center=5,mix=32,od_scan=1
197	18	12	0	2	0	1	42.970700000	0.58	0	0	0	0.000000000	0.000000000	mix=1
197	18	12	1	4	0	1	24.197100000	0.59	0	0	0	0.000000000	0.000000000	mix=1
