demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
26	175	13	0	2	3	32	0.072500000	1.53	3	3	3	0.072500000	0.072500000	mix=32,od_scan=3
26	175	13	1	4	3	32	0.326300000	4.54	3	3	3	0.326300000	0.326300000	hot_center=1,mix=32,od_scan=2
140	44	175	0	2	2	18	0.326300000	4.13	3	3	2	0.326300000	0.326300000	hot_center=2,mix=18
140	44	175	1	4	0	0	0.000000000	1.51	0	0	0	0.000000000	0.000000000	
188	41	195	1	4	15	32	0.290000000	1.51	196	12	1	0.290000000	0.290000000	bottleneck=1,hot_center=5,mix=32,od_scan=8,offhot=1
192	175	118	0	2	2	12	0.326300000	1.01	3	3	2	0.326300000	0.326300000	bottleneck=1,hot_center=1,mix=12
192	175	118	1	4	2	12	0.326300000	2.52	3	3	2	0.326300000	0.326300000	hot_center=2,mix=12
195	147	175	0	2	2	14	0.108800000	1.00	3	3	2	0.108800000	0.108800000	hot_center=2,mix=14
195	147	175	1	4	0	0	0.000000000	3.00	0	0	0	0.000000000	0.000000000	
214	12	8	1	4	20	32	0.362500000	4.96	197	12	2	0.362500000	0.362500000	bottleneck=1,hot_center=10,mix=32,od_scan=8,offhot=1
323	81	175	0	2	1	2	0.145000000	1.00	3	3	1	0.145000000	0.145000000	hot_center=1,mix=2
323	81	175	1	4	0	0	0.000000000	1.00	0	0	0	0.000000000	0.000000000	
351	71	175	0	2	2	11	0.326300000	0.96	3	3	2	0.326300000	0.326300000	hot_center=2,mix=11
351	71	175	1	4	0	0	0.000000000	1.01	0	0	0	0.000000000	0.000000000	
