demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
15	71	87	0	2	11	32	126.760600000	1.01	49	12	7	126.760600000	126.760600000	bottleneck=1,hot_center=7,mix=32,od_scan=2,offhot=1
15	71	87	1	4	10	32	56.338000000	0.98	49	12	6	56.338000000	56.338000000	bottleneck=1,hot_center=7,mix=32,od_scan=2
54	9	6	1	4	9	32	84.507000000	0.00	81	12	3	84.507000000	84.507000000	hot_center=5,mix=32,od_scan=3,offhot=1
56	92	39	0	2	13	32	126.760600000	0.99	67	12	2	126.760600000	126.760600000	bottleneck=1,hot_center=6,mix=32,od_scan=5,offhot=1
62	79	38	1	4	5	32	140.845100000	1.51	69	12	1	140.845100000	140.845100000	hot_center=4,mix=32,offhot=1
93	32	61	0	2	7	32	70.422500000	1.00	60	12	2	70.422500000	70.422500000	bottleneck=1,hot_center=4,mix=32,od_scan=2
93	32	61	1	4	11	32	126.760600000	1.00	86	12	2	126.760600000	126.760600000	hot_center=4,mix=32,od_scan=6,offhot=1
98	71	38	1	4	6	32	28.169000000	1.99	64	12	1	28.169000000	28.169000000	bottleneck=1,mix=32,od_scan=4,offhot=1
104	16	67	1	4	14	32	98.591500000	2.50	70	12	4	98.591500000	98.591500000	bottleneck=1,hot_center=8,mix=32,od_scan=4,offhot=1
113	84	48	1	4	8	32	126.760600000	1.00	67	12	1	126.760600000	126.760600000	hot_center=6,mix=32,od_scan=1,offhot=1
124	69	50	0	2	15	32	56.338000000	1.00	90	12	4	56.338000000	56.338000000	bottleneck=2,hot_center=7,mix=32,od_scan=5,offhot=1
124	69	50	1	4	11	32	98.591500000	1.00	86	12	3	98.591500000	98.591500000	bottleneck=1,hot_center=4,mix=32,od_scan=5,offhot=1
152	53	58	1	4	5	32	28.169000000	1.51	57	12	2	28.169000000	28.169000000	hot_center=4,mix=32,od_scan=1
216	32	14	0	2	6	32	14.084500000	1.00	66	12	4	14.084500000	14.084500000	bottleneck=1,hot_center=4,mix=32,od_scan=1
216	32	14	1	4	7	32	14.084500000	1.00	66	12	4	14.084500000	14.084500000	bottleneck=1,hot_center=5,mix=32,offhot=1
228	24	69	1	4	9	32	42.253500000	1.00	76	12	4	42.253500000	42.253500000	bottleneck=1,hot_center=5,mix=32,od_scan=2,offhot=1
237	71	94	0	2	5	32	112.676100000	1.01	49	12	3	112.676100000	112.676100000	bottleneck=1,hot_center=3,mix=32,od_scan=1
237	71	94	1	4	5	32	42.253500000	1.00	49	12	3	42.253500000	42.253500000	bottleneck=1,hot_center=4,mix=32
