demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
9	118	163	0	3	5	20	42.735000000	1.00	130	12	2	42.735000000	42.735000000	hot_center=1,mix=20,od_scan=3,offhot=1
9	118	163	1	3	5	20	38.461500000	2.01	130	12	2	38.461500000	38.461500000	hot_center=1,mix=20,od_scan=3,offhot=1
13	182	86	0	3	5	32	4.273500000	2.00	151	12	1	4.273500000	4.273500000	bottleneck=1,hot_center=3,mix=32,offhot=1
13	182	86	1	3	5	32	21.367500000	2.00	151	12	1	21.367500000	21.367500000	bottleneck=1,hot_center=3,mix=32,offhot=1
24	126	6	0	3	8	32	29.914500000	3.00	143	12	1	29.914500000	29.914500000	bottleneck=1,hot_center=4,mix=32,od_scan=2,offhot=1
24	126	6	1	3	8	32	29.914500000	2.15	143	12	2	29.914500000	29.914500000	bottleneck=1,hot_center=4,mix=32,od_scan=2,offhot=1
42	77	9	0	3	8	32	8.547000000	2.60	115	12	1	8.547000000	8.547000000	bottleneck=1,hot_center=3,mix=32,od_scan=3,offhot=1
42	77	9	1	3	7	32	34.188000000	2.05	115	12	1	34.188000000	34.188000000	bottleneck=1,hot_center=3,mix=32,od_scan=3
46	190	47	0	3	1	14	25.641000000	1.04	1	1	1	25.641000000	25.641000000	hot_center=1,mix=14
46	190	47	1	3	1	14	21.367500000	0.96	1	1	1	21.367500000	21.367500000	hot_center=1,mix=14
54	94	186	0	3	4	28	4.273500000	1.00	90	12	2	4.273500000	4.273500000	bottleneck=1,hot_center=2,mix=28,od_scan=1
54	94	186	1	3	4	28	34.188000000	1.01	90	12	2	34.188000000	34.188000000	bottleneck=1,hot_center=2,mix=28,od_scan=1
56	33	155	0	3	7	32	38.461500000	1.04	159	12	2	38.461500000	38.461500000	bottleneck=1,hot_center=3,mix=32,od_scan=2,offhot=1
56	33	155	1	3	7	32	8.547000000	2.05	159	12	2	8.547000000	8.547000000	bottleneck=1,hot_center=3,mix=32,od_scan=2,offhot=1
58	16	171	0	3	5	32	12.820500000	2.51	164	12	3	12.820500000	12.820500000	hot_center=3,mix=32,od_scan=1,offhot=1
58	16	171	1	3	5	32	4.273500000	1.04	164	12	3	4.273500000	4.273500000	hot_center=3,mix=32,od_scan=1,offhot=1
91	69	47	0	3	1	8	4.273500000	1.54	2	2	1	4.273500000	4.273500000	bottleneck=1,mix=8
91	69	47	1	3	1	8	38.461500000	2.59	2	2	1	38.461500000	38.461500000	bottleneck=1,mix=8
97	163	104	0	3	7	32	38.461500000	2.41	131	12	1	38.461500000	38.461500000	bottleneck=1,hot_center=2,mix=32,od_scan=4
97	163	104	1	3	7	32	25.641000000	3.79	131	12	1	25.641000000	25.641000000	bottleneck=1,hot_center=2,mix=32,od_scan=4
102	67	47	0	3	1	1	4.273500000	2.56	2	2	1	4.273500000	4.273500000	hot_center=1,mix=1
102	67	47	1	3	1	1	29.914500000	2.00	2	2	1	29.914500000	29.914500000	hot_center=1,mix=1
107	126	163	0	3	11	32	34.188000000	2.57	97	12	2	34.188000000	34.188000000	hot_center=2,mix=32,od_scan=8,offhot=1
107	126	163	1	3	10	32	34.188000000	2.51	97	12	2	34.188000000	34.188000000	hot_center=2,mix=32,od_scan=8
108	163	160	0	3	12	32	4.273500000	3.00	87	12	2	4.273500000	4.273500000	bottleneck=1,hot_center=5,mix=32,od_scan=6
108	163	160	1	3	12	32	21.367500000	2.51	87	12	2	21.367500000	21.367500000	bottleneck=1,hot_center=5,mix=32,od_scan=6
120	107	83	0	3	7	32	21.367500000	2.00	135	12	1	21.367500000	21.367500000	bottleneck=1,hot_center=5,mix=32,offhot=1
120	107	83	1	3	7	32	8.547000000	2.00	135	12	1	8.547000000	8.547000000	bottleneck=1,hot_center=5,mix=32,offhot=1
