demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
1220	296	152	0	3	3	32	2.862100000	4.64	16	12	2	2.862100000	2.862100000	bottleneck=1,hot_center=1,mix=32,od_scan=1
1220	296	152	1	3	3	32	0.061600000	4.00	16	12	2	0.061600000	0.061600000	bottleneck=1,hot_center=1,mix=32,od_scan=1
1281	296	105	0	3	3	18	0.061600000	4.00	16	12	2	0.061600000	0.061600000	bottleneck=1,hot_center=2,mix=18
1281	296	105	1	3	3	18	3.293000000	4.01	16	12	2	3.293000000	3.293000000	bottleneck=1,hot_center=2,mix=18
1378	212	92	0	3	3	19	2.215800000	4.02	16	12	2	2.215800000	2.215800000	bottleneck=1,mix=19,od_scan=2
1378	212	92	1	3	3	19	2.154300000	5.00	16	12	2	2.154300000	2.154300000	bottleneck=1,mix=19,od_scan=2
1520	212	14	0	3	2	19	0.461600000	4.53	16	12	1	0.461600000	0.461600000	bottleneck=1,mix=19,od_scan=1
1520	212	14	1	3	2	19	4.801000000	4.00	16	12	1	4.801000000	4.801000000	bottleneck=1,mix=19,od_scan=1
1528	300	8	0	3	0	0	0.000000000	4.52	0	0	0	0.000000000	0.000000000	
1528	300	8	1	3	0	0	0.000000000	3.97	0	0	0	0.000000000	0.000000000	
1546	146	275	1	3	0	0	0.000000000	4.56	0	0	0	0.000000000	0.000000000	
1613	340	275	1	3	0	0	0.000000000	4.30	0	0	0	0.000000000	0.000000000	
1648	296	54	0	3	3	27	3.754600000	4.41	16	12	2	3.754600000	3.754600000	bottleneck=1,hot_center=1,mix=27,od_scan=1
1648	296	54	1	3	3	27	3.570000000	2.00	16	12	2	3.570000000	3.570000000	bottleneck=1,hot_center=1,mix=27,od_scan=1
1735	296	159	0	3	3	32	8.678700000	3.51	16	12	3	8.678700000	8.678700000	mix=32,od_scan=3
1735	296	159	1	3	3	32	1.969600000	2.51	16	12	3	1.969600000	1.969600000	mix=32,od_scan=3
1761	395	156	0	3	0	0	0.000000000	3.03	0	0	0	0.000000000	0.000000000	
1786	279	156	0	3	0	0	0.000000000	2.00	0	0	0	0.000000000	0.000000000	
1806	170	156	0	3	0	0	0.000000000	2.00	0	0	0	0.000000000	0.000000000	
1834	153	156	0	3	0	0	0.000000000	3.01	0	0	0	0.000000000	0.000000000	
