demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
130	163	127	1	4	3	32	3.642300000	2.05	95	12	2	3.642300000	3.642300000	hot_center=1,mix=32,od_scan=2
142	124	173	0	2	15	32	4.249300000	1.55	237	12	0	4.249300000	4.249300000	bottleneck=1,hot_center=2,mix=32,od_scan=11,offhot=1
142	124	173	1	4	15	32	4.249300000	2.00	237	12	0	4.249300000	4.249300000	bottleneck=1,hot_center=4,mix=32,od_scan=9,offhot=1
187	62	173	0	2	15	32	5.463400000	2.00	231	12	1	5.463400000	5.463400000	bottleneck=1,hot_center=5,mix=32,od_scan=8,offhot=1
187	62	173	1	4	15	32	4.249300000	3.00	231	12	1	4.249300000	4.249300000	bottleneck=1,hot_center=6,mix=32,od_scan=7,offhot=1
272	111	127	1	4	10	32	1.821100000	2.51	95	12	3	1.821100000	1.821100000	hot_center=3,mix=32,od_scan=7
317	189	127	1	4	5	32	5.463400000	1.51	95	12	2	5.463400000	5.463400000	hot_center=2,mix=32,od_scan=2,offhot=1
327	96	120	1	4	16	32	3.035200000	2.00	230	12	2	3.035200000	3.035200000	bottleneck=1,hot_center=9,mix=32,od_scan=5,offhot=1
424	10	127	1	4	8	32	1.821100000	1.04	95	12	3	1.821100000	1.821100000	hot_center=3,mix=32,od_scan=4,offhot=1
500	222	173	0	2	17	32	3.642300000	1.51	231	12	3	3.642300000	3.642300000	bottleneck=1,hot_center=8,mix=32,od_scan=7,offhot=1
500	222	173	1	4	17	32	1.821100000	3.55	231	12	3	1.821100000	1.821100000	bottleneck=1,hot_center=11,mix=32,od_scan=4,offhot=1
